scenario_id,renewable_correlation_case,ldes_duration_hours,ldes_capex_per_mw,transmission_capex_per_mw,co2_cap_tons,solver_status,solver_condition,objective,backup_mw,solar_mw,wind_mw,battery4h_mw,ldes_mw,battery4h_mwh,ldes_mwh,transmission_mw,vres_available_mwh,vres_dispatched_mwh,vres_curtailment_mwh,total_load_mwh,system_cost_per_mwh,total_generation_mwh,generator_capex_total,backup_capex,solar_capex,wind_capex,storage_capex_total,battery4h_capex,ldes_capex,transmission_capex_total,transmission_capex,wind_opex,solar_opex,backup_opex,generator_opex_total,total_capex,total_opex,reconstructed_total_cost,cost_reconstruction_error
corr_low_dur_24h,low,24,1800000,400000,6576567.936596976,ok,optimal,38202615763.686554,19288.125191080635,71822.47250568357,111817.3294187259,0.0,31509.747027513607,0.0,756233.9286603266,34435.25668339972,402638986.6000507,331158414.1888204,71480572.41123027,328828396.82984877,116.17797043074226,347599834.0303131,29666000363.63829,1159763836.054111,10864432950.93476,17641803576.64942,6488085873.432843,0.0,6488085873.432843,1308665633.7526166,1308665633.7526166,0.0,0.0,739863892.8671702,739863892.8671702,37462751870.82375,739863892.8671702,38202615763.690926,-0.00437164306640625
