scenario_id,renewable_correlation_case,co2_baseline_frac,ldes_duration_hours,ldes_capex_per_mw,transmission_capex_per_mw,co2_cap_tons,solver_status,solver_condition,objective,backup_mw,solar_mw,wind_mw,battery4h_mw,ldes_mw,battery4h_mwh,ldes_mwh,transmission_mw,vres_available_mwh,vres_dispatched_mwh,vres_curtailment_mwh,total_load_mwh,system_cost_per_mwh,total_generation_mwh,generator_capex_total,backup_capex,solar_capex,wind_capex,storage_capex_total,battery4h_capex,ldes_capex,transmission_capex_total,transmission_capex,wind_opex,solar_opex,backup_opex,generator_opex_total,total_capex,total_opex,reconstructed_total_cost,cost_reconstruction_error
corr_low_co2frac_0.2,low,0.2,100,1800000,400000,26306271.746387903,ok,optimal,29876974412.114735,40890.49901521031,40891.816673326684,91271.44978228051,0.0,13483.600917396718,0.0,1348360.0917396718,28856.164806148423,295902262.6335939,270459259.4939857,25443003.139608204,328828396.82984877,90.85886346845672,336224938.8599539,23044507687.583336,2458679707.1379967,6185618302.880304,14400209677.565037,2776371405.291822,0.0,2776371405.291822,1096639747.7708569,1096639747.7708569,0.0,0.0,2959455571.4685698,2959455571.4685698,26917518840.64601,2959455571.4685698,29876974412.114582,0.000152587890625
