scenario_id,renewable_correlation_case,co2_baseline_frac,ldes_duration_hours,ldes_capex_per_mw,transmission_capex_per_mw,co2_cap_tons,solver_status,solver_condition,objective,backup_mw,solar_mw,wind_mw,battery4h_mw,ldes_mw,battery4h_mwh,ldes_mwh,transmission_mw,vres_available_mwh,vres_dispatched_mwh,vres_curtailment_mwh,total_load_mwh,system_cost_per_mwh,total_generation_mwh,generator_capex_total,backup_capex,solar_capex,wind_capex,storage_capex_total,battery4h_capex,ldes_capex,transmission_capex_total,transmission_capex,wind_opex,solar_opex,backup_opex,generator_opex_total,total_capex,total_opex,reconstructed_total_cost,cost_reconstruction_error
corr_high_co2frac_0.2,high,0.2,100,1800000,400000,26306271.746387903,ok,optimal,30280917431.55846,37513.92416737694,47672.30271195565,78125.27326082684,0.0,21594.10668634094,0.0,2159410.668634094,28472.164197408267,304508921.83658403,276424261.70986664,28084660.12671739,328828396.82984877,92.08729453869894,342189941.07583684,21793032062.392586,2255651711.443634,7211288032.303837,12326092318.645119,4446383476.792572,0.0,4446383476.792572,1082046320.905519,1082046320.905519,0.0,0.0,2959455571.4686594,2959455571.4686594,27321461860.090675,2959455571.4686594,30280917431.559334,-0.000873565673828125
